E,P,E_Genus,P_Species,D_ace_glu,w_ac_R,w_glc_F,R_F
iECO26_1355,303.449_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iUMN146_1321,303.449_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iSDY_1059,303.449_PID,Shigella,P.Putida,0.980704556,0.026940259,0.065244086,0.404947575
iECW_1372,303.449_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcDH1_1363,303.449_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECS88_1305,303.449_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iEC1356_Bl21DE3,303.449_PID,Escherichia,P.Putida,0.027254673,0.013242074,0.095035542,0.003797615
iEcSMS35_1347,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,303.199_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,303.199_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,303.199_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,303.199_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,303.199_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,303.199_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,303.199_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,303.199_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,303.199_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,303.199_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,303.199_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,303.199_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,303.199_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,303.199_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,303.199_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,303.199_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,303.199_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,303.199_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,303.199_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,303.199_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,303.199_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,303.199_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,303.199_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,303.199_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,303.199_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,303.199_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,303.199_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,303.199_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,303.199_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,303.199_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,303.199_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,303.199_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,303.199_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,303.199_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcolC_1368,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iZ_1308,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECED1_1282,303.139_PID,Escherichia,P.Putida,0.812185753,0.026931799,0.072151374,0.303162955
iEC1364_W,303.139_PID,Escherichia,P.Putida,0.867360758,0.02695912,0.071153561,0.328631236
iJO1366,303.139_PID,Escherichia,P.Putida,0.916424424,0.026984734,0.069334841,0.35666728
iLF82_1304,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
e_coli_core,303.139_PID,Escherichia,P.Putida,0.684217179,0.026860831,0.072871592,0.252205851
iJR904,303.139_PID,Escherichia,P.Putida,0.927990759,0.026998308,0.067074007,0.373530394
iWFL_1372,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcHS_1320,303.139_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECIAI39_1322,303.139_PID,Escherichia,P.Putida,0.833924636,0.026943628,0.071626906,0.313694338
iECO111_1330,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iB21_1397,303.139_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iEC1372_W3110,303.139_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECIAI1_1343,303.139_PID,Escherichia,P.Putida,0.91819003,0.026985813,0.069221865,0.357951985
iAPECO1_1312,303.139_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECABU_c1320,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iBWG_1329,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iE2348C_1286,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iAF1260,303.139_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEC042_1314,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iYS1720,303.139_PID,Salmonella,P.Putida,1.026113748,0.027017509,0.069261263,0.400267573
iECOK1_1307,303.139_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
STM_v1_0,303.139_PID,Salmonella,P.Putida,1.053602835,0.027035939,0.066282613,0.429752854
iETEC_1333,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC55989_1330,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1368_DH5a,303.139_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iECB_1328,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECD_1391,303.139_PID,Escherichia,P.Putida,0.04372566,0.020393595,0.075055718,0.011880819
iG2583_1286,303.139_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,303.139_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,303.139_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,303.139_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,303.139_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,303.139_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,303.139_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,303.139_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,303.139_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,303.139_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,303.139_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,303.139_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,303.139_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,303.139_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,303.139_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,303.139_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,303.139_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEcolC_1368,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iZ_1308,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECED1_1282,303.535_PID,Escherichia,P.Putida,0.812185753,0.024034565,0.072151374,0.270549679
iEC1364_W,303.535_PID,Escherichia,P.Putida,0.867360758,0.024062321,0.071153561,0.293319306
iJO1366,303.535_PID,Escherichia,P.Putida,0.916424424,0.024088344,0.069334841,0.318384613
iLF82_1304,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
e_coli_core,303.535_PID,Escherichia,P.Putida,0.684217179,0.023962464,0.072871592,0.224992059
iJR904,303.535_PID,Escherichia,P.Putida,0.927990759,0.024102134,0.067074007,0.333460888
iWFL_1372,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEcHS_1320,303.535_PID,Escherichia,P.Putida,0.916577,0.024088439,0.069325078,0.31848372
iECIAI39_1322,303.535_PID,Escherichia,P.Putida,0.833924636,0.024046582,0.071626906,0.279965142
iECO111_1330,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iB21_1397,303.535_PID,Escherichia,P.Putida,0.04372566,0.017392056,0.075055718,0.010132194
iEC1372_W3110,303.535_PID,Escherichia,P.Putida,0.916442037,0.024088346,0.069335693,0.318386849
iECIAI1_1343,303.535_PID,Escherichia,P.Putida,0.91819003,0.02408944,0.069221865,0.319533188
iAPECO1_1312,303.535_PID,Escherichia,P.Putida,0.83380047,0.024046593,0.071613933,0.279974298
iECABU_c1320,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iBWG_1329,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iE2348C_1286,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iAF1260,303.535_PID,Escherichia,P.Putida,1.051197215,0.024157919,0.061609818,0.412186531
iEC042_1314,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iYS1720,303.535_PID,Salmonella,P.Putida,1.026113748,0.024121642,0.069261263,0.357364958
iECOK1_1307,303.535_PID,Escherichia,P.Putida,0.83380047,0.024046593,0.071613933,0.279974298
STM_v1_0,303.535_PID,Salmonella,P.Putida,1.053602835,0.024140366,0.066282613,0.383725939
iETEC_1333,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEC55989_1330,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEC1368_DH5a,303.535_PID,Escherichia,P.Putida,0.916442037,0.024088346,0.069335693,0.318386849
iECB_1328,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECD_1391,303.535_PID,Escherichia,P.Putida,0.04372566,0.017392056,0.075055718,0.010132194
iG2583_1286,303.535_PID,Escherichia,P.Putida,0.745573021,0.023980018,0.076199178,0.234633168
iY75_1357,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECNA114_1301,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECBD_1354,303.535_PID,Escherichia,P.Putida,0.054861296,0.017392055,0.094170196,0.010132194
iAF1260b,303.535_PID,Escherichia,P.Putida,1.051197215,0.024157919,0.061609818,0.412186531
iEcE24377_1341,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECSE_1348,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECSP_1301,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECH74115_1262,303.535_PID,Escherichia,P.Putida,0.745573021,0.023980018,0.076199178,0.234633168
iECSF_1327,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECDH1ME8569_1439,303.535_PID,Escherichia,P.Putida,0.916577,0.024088439,0.069325078,0.31848372
iEC1344_C,303.535_PID,Escherichia,P.Putida,0.916442037,0.024088346,0.069335693,0.318386849
iUMNK88_1353,303.535_PID,Escherichia,P.Putida,0.916577,0.024088439,0.069325078,0.31848372
iNRG857_1313,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEKO11_1354,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECP_1309,303.535_PID,Escherichia,P.Putida,0.83380047,0.024046593,0.071613933,0.279974298
iECs_1301,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEC1349_Crooks,303.535_PID,Escherichia,P.Putida,0.865030288,0.024060728,0.071299963,0.291911215
iYL1228,303.535_PID,Klebsiella,P.Putida,0.955353032,0.024088133,0.072329447,0.318164613
iML1515,303.535_PID,Escherichia,P.Putida,1.091421747,0.024179701,0.058141845,0.453894295
iUTI89_1310,303.535_PID,Escherichia,P.Putida,0.916577,0.024088439,0.069325078,0.31848372
iECO103_1326,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECO26_1355,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iUMN146_1321,303.535_PID,Escherichia,P.Putida,0.83380047,0.024046593,0.071613933,0.279974298
iSDY_1059,303.535_PID,Shigella,P.Putida,0.980704556,0.024125604,0.065244086,0.362639599
iECW_1372,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iEcDH1_1363,303.535_PID,Escherichia,P.Putida,0.812197302,0.024034566,0.072152138,0.270550674
iECS88_1305,303.535_PID,Escherichia,P.Putida,0.83380047,0.024046593,0.071613933,0.279974298
iEC1356_Bl21DE3,303.535_PID,Escherichia,P.Putida,0.027254673,0.010166971,0.095035542,0.002915725
iEcSMS35_1347,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEcolC_1368,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iZ_1308,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECED1_1282,303.204_PID,Escherichia,P.Putida,0.812185753,0.024099809,0.072151374,0.271284113
iEC1364_W,303.204_PID,Escherichia,P.Putida,0.867360758,0.024127641,0.071153561,0.29411555
iJO1366,303.204_PID,Escherichia,P.Putida,0.916424424,0.024153734,0.069334841,0.319248899
iLF82_1304,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
e_coli_core,303.204_PID,Escherichia,P.Putida,0.684217179,0.024027512,0.072871592,0.225602822
iJR904,303.204_PID,Escherichia,P.Putida,0.927990759,0.024167562,0.067074007,0.3343661
iWFL_1372,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEcHS_1320,303.204_PID,Escherichia,P.Putida,0.916577,0.024153829,0.069325078,0.319348275
iECIAI39_1322,303.204_PID,Escherichia,P.Putida,0.833924636,0.024111859,0.071626906,0.280725136
iECO111_1330,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iB21_1397,303.204_PID,Escherichia,P.Putida,0.04372566,0.017439268,0.075055718,0.010159699
iEC1372_W3110,303.204_PID,Escherichia,P.Putida,0.916442037,0.024153736,0.069335693,0.319251142
iECIAI1_1343,303.204_PID,Escherichia,P.Putida,0.91819003,0.024154833,0.069221865,0.320400593
iAPECO1_1312,303.204_PID,Escherichia,P.Putida,0.83380047,0.02411187,0.071613933,0.280734316
iECABU_c1320,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iBWG_1329,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iE2348C_1286,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iAF1260,303.204_PID,Escherichia,P.Putida,1.051197215,0.024223498,0.061609818,0.413305452
iEC042_1314,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iYS1720,303.204_PID,Salmonella,P.Putida,1.026113748,0.024187122,0.069261263,0.358335061
iECOK1_1307,303.204_PID,Escherichia,P.Putida,0.83380047,0.02411187,0.071613933,0.280734316
STM_v1_0,303.204_PID,Salmonella,P.Putida,1.053602835,0.024205897,0.066282613,0.384767601
iETEC_1333,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEC55989_1330,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEC1368_DH5a,303.204_PID,Escherichia,P.Putida,0.916442037,0.024153736,0.069335693,0.319251142
iECB_1328,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECD_1391,303.204_PID,Escherichia,P.Putida,0.04372566,0.017439268,0.075055718,0.010159699
iG2583_1286,303.204_PID,Escherichia,P.Putida,0.745573021,0.024045114,0.076199178,0.235270103
iY75_1357,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECNA114_1301,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECBD_1354,303.204_PID,Escherichia,P.Putida,0.054861296,0.017439267,0.094170196,0.010159699
iAF1260b,303.204_PID,Escherichia,P.Putida,1.051197215,0.024223498,0.061609818,0.413305452
iEcE24377_1341,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECSE_1348,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECSP_1301,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECH74115_1262,303.204_PID,Escherichia,P.Putida,0.745573021,0.024045114,0.076199178,0.235270103
iECSF_1327,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECDH1ME8569_1439,303.204_PID,Escherichia,P.Putida,0.916577,0.024153829,0.069325078,0.319348275
iEC1344_C,303.204_PID,Escherichia,P.Putida,0.916442037,0.024153736,0.069335693,0.319251142
iUMNK88_1353,303.204_PID,Escherichia,P.Putida,0.916577,0.024153829,0.069325078,0.319348275
iNRG857_1313,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEKO11_1354,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECP_1309,303.204_PID,Escherichia,P.Putida,0.83380047,0.02411187,0.071613933,0.280734316
iECs_1301,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEC1349_Crooks,303.204_PID,Escherichia,P.Putida,0.865030288,0.024126044,0.071299963,0.292703637
iYL1228,303.204_PID,Klebsiella,P.Putida,0.955353032,0.024153522,0.072329447,0.319028302
iML1515,303.204_PID,Escherichia,P.Putida,1.091421747,0.02424534,0.058141845,0.455126436
iUTI89_1310,303.204_PID,Escherichia,P.Putida,0.916577,0.024153829,0.069325078,0.319348275
iECO103_1326,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECO26_1355,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iUMN146_1321,303.204_PID,Escherichia,P.Putida,0.83380047,0.02411187,0.071613933,0.280734316
iSDY_1059,303.204_PID,Shigella,P.Putida,0.980704556,0.024191095,0.065244086,0.36362402
iECW_1372,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iEcDH1_1363,303.204_PID,Escherichia,P.Putida,0.812197302,0.02409981,0.072152138,0.271285111
iECS88_1305,303.204_PID,Escherichia,P.Putida,0.83380047,0.02411187,0.071613933,0.280734316
iEC1356_Bl21DE3,303.204_PID,Escherichia,P.Putida,0.027254673,0.010194571,0.095035542,0.00292364
iEcSMS35_1347,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcolC_1368,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iZ_1308,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECED1_1282,303.214_PID,Escherichia,P.Putida,0.812185753,0.024034137,0.072151374,0.270544862
iEC1364_W,303.214_PID,Escherichia,P.Putida,0.867360758,0.024061893,0.071153561,0.293314083
iJO1366,303.214_PID,Escherichia,P.Putida,0.916424424,0.024087915,0.069334841,0.318378944
iLF82_1304,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
e_coli_core,303.214_PID,Escherichia,P.Putida,0.684217179,0.023962037,0.072871592,0.224988053
iJR904,303.214_PID,Escherichia,P.Putida,0.927990759,0.024101705,0.067074007,0.33345495
iWFL_1372,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcHS_1320,303.214_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECIAI39_1322,303.214_PID,Escherichia,P.Putida,0.833924636,0.024046154,0.071626906,0.279960157
iECO111_1330,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iB21_1397,303.214_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iEC1372_W3110,303.214_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECIAI1_1343,303.214_PID,Escherichia,P.Putida,0.91819003,0.024089011,0.069221865,0.319527499
iAPECO1_1312,303.214_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iECABU_c1320,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iBWG_1329,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iE2348C_1286,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iAF1260,303.214_PID,Escherichia,P.Putida,1.051197215,0.024157489,0.061609818,0.412179192
iEC042_1314,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iYS1720,303.214_PID,Salmonella,P.Putida,1.026113748,0.024121212,0.069261263,0.357358595
iECOK1_1307,303.214_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
STM_v1_0,303.214_PID,Salmonella,P.Putida,1.053602835,0.024139936,0.066282613,0.383719107
iETEC_1333,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC55989_1330,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC1368_DH5a,303.214_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECB_1328,303.214_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
