"Transfer","dila_ord","dilp_ord","Species","Rel_abund","repb"
"8","-1","-","A",0.836864406779661,2
"8","-1","-1","A",0.840277777777778,1
"8","-1","-1","A",0.834532374100719,2
"8","-1","-2","A",0.792207792207792,1
"8","-1","-2","A",0.771844660194175,2
"8","-1","-3","A",0.786585365853659,1
"8","-1","-3","A",0.821510297482838,2
"8","-1","-4","A",0.817073170731707,1
"8","-1","-4","A",0.768939393939394,2
"8","-1","0","A",0.0063626723223754,1
"8","-1","0","A",0,2
"8","-2","-","A",0.726708074534162,1
"8","-2","-","A",0.366120218579235,2
"8","-2","-1","A",0.829906542056075,1
"8","-2","-1","A",0.851002865329513,2
"8","-2","-2","A",0.798761609907121,1
"8","-2","-2","A",0.751152073732719,2
"8","-2","-3","A",0.806451612903226,1
"8","-2","-3","A",0.755980861244019,2
"8","-2","-4","A",0.801980198019802,1
"8","-2","-4","A",0.792079207920792,2
"8","-2","0","A",0,1
"8","-2","0","A",0,2
"8","-3","-","A",0.309133489461358,1
"8","-3","-","A",0.323529411764706,2
"8","-3","-1","A",0,1
"8","-3","-1","A",0,2
"8","-3","-2","A",0.745454545454545,1
"8","-3","-2","A",0.284463894967177,2
"8","-3","-3","A",0.778801843317972,1
"8","-3","-3","A",0.785407725321888,2
"8","-3","-4","A",0.843076923076923,1
"8","-3","-4","A",0.354378818737271,2
"8","-3","0","A",0,1
"8","-3","0","A",0,2
"8","-4","-","A",0.346014492753623,1
"8","-4","-","A",0.310940499040307,2
"8","-4","-1","A",0,1
"8","-4","-1","A",0,2
"8","-4","-2","A",0,1
"8","-4","-2","A",0.00967741935483871,2
"8","-4","-3","A",0.417661097852029,1
"8","-4","-3","A",0.240184757505774,2
"8","-4","-4","A",0.737051792828685,1
"8","-4","-4","A",0.858672376873662,2
"8","-4","0","A",0,1
"8","-4","0","A",0,2
"8","0","-","A",0.839805825242718,1
"8","0","-","A",0.817371937639198,2
"8","0","-1","A",0.813278008298755,1
"8","0","-1","A",0.540130151843818,2
"8","0","-2","A",0.742160278745645,1
"8","0","-2","A",0.793313069908815,2
"8","0","-3","A",0.790874524714829,1
"8","0","-3","A",0.797402597402597,2
"8","0","-4","A",0.798418972332016,1
"8","0","-4","A",0.831683168316832,2
"8","0","0","A",0.30298273155416,1
"8","0","0","A",0.804289544235925,2
"12","-","-","A",0,1
"12","-","-","A",0,2
"12","-","-1","A",0,1
"12","-","-1","A",0,2
"12","-","-2","A",0,1
"12","-","-2","A",0,2
"12","-","-3","A",0,1
"12","-","-3","A",0,2
"12","-","-4","A",0,1
"12","-","-4","A",0,2
"12","-","0","A",0,1
"12","-","0","A",0,2
"12","-1","-","A",0.610778443113772,1
"12","-1","-","A",0.722222222222222,2
"12","-1","-1","A",0.745098039215686,1
"12","-1","-1","A",0.63448275862069,2
"12","-1","-2","A",0.735135135135135,1
"12","-1","-2","A",0.773809523809524,2
"12","-1","-3","A",0.339344262295082,1
"12","-1","-3","A",0.706666666666667,2
"12","-1","-4","A",0.648936170212766,1
"12","-1","-4","A",0.768976897689769,2
"12","-1","0","A",0.83265306122449,1
"12","-1","0","A",0,2
"12","-2","-","A",0.690909090909091,1
"12","-2","-","A",0.806615776081425,2
"12","-2","-1","A",0.786259541984733,1
"12","-2","-1","A",0.644628099173554,2
"12","-2","-2","A",0.813397129186603,1
"12","-2","-2","A",0.802013422818792,2
"12","-2","-3","A",0.804054054054054,1
"12","-2","-3","A",0.807228915662651,2
"12","-2","-4","A",0.728813559322034,1
"12","-2","-4","A",0.689393939393939,2
"12","-2","0","A",0.069364161849711,1
"12","-2","0","A",0,2
"12","-3","-","A",0.763513513513513,1
"12","-3","-","A",0.292517006802721,2
"12","-3","-1","A",0,1
"12","-3","-1","A",0,2
"12","-3","-2","A",0.798206278026906,1
"12","-3","-2","A",0.708333333333333,2
"12","-3","-3","A",0.691823899371069,1
"12","-3","-3","A",0.286937901498929,2
"12","-3","-4","A",0.855421686746988,1
"12","-3","-4","A",0.723849372384937,2
"12","-3","0","A",0.000937207122774133,1
"12","-3","0","A",0,2
"12","-4","-","A",0.774647887323944,1
"12","-4","-","A",0.760683760683761,2
"12","-4","-1","A",0,1
"12","-4","-1","A",0,2
"12","-4","-2","A",0,1
"12","-4","-2","A",0.821656050955414,2
"12","-4","-3","A",0.696774193548387,1
"12","-4","-3","A",0.327077747989276,2
"12","-4","-4","A",0.896797153024911,1
"12","-4","-4","A",0.803370786516854,2
"12","-4","0","A",0,1
"12","-4","0","A",0,2
"12","0","-","A",0.672897196261682,1
"12","0","-","A",0.736507936507937,2
"12","0","-1","A",0.717472118959108,1
"12","0","-1","A",0.850467289719626,2
"12","0","-2","A",0.85042735042735,1
"12","0","-2","A",0.806666666666667,2
"12","0","-3","A",0.708108108108108,1
"12","0","-3","A",0.869918699186992,2
"12","0","-4","A",0.361643835616438,1
"12","0","-4","A",0.361751152073733,2
"12","0","0","A",0.355163727959698,1
"12","0","0","A",0.773913043478261,2
