"E","P","R_F","Experiment","type","variable"
"iEC1372_W3110","390235.5_PID",0.319363951,"fba","published","R/F"
"iECIAI1_1343","390235.5_PID",0.320513808,"fba","published","R/F"
"iAPECO1_1312","390235.5_PID",0.280833516,"fba","published","R/F"
"iECABU_c1320","390235.5_PID",0.271380971,"fba","published","R/F"
"iBWG_1329","390235.5_PID",0.271380971,"fba","published","R/F"
"iE2348C_1286","390235.5_PID",0.271380971,"fba","published","R/F"
"iAF1260","390235.5_PID",0.413451496,"fba","published","R/F"
"iEC042_1314","390235.5_PID",0.271380971,"fba","published","R/F"
"iYS1720","390235.5_PID",0.358461681,"fba","published","R/F"
"iECOK1_1307","390235.5_PID",0.280833516,"fba","published","R/F"
"STM_v1_0","390235.5_PID",0.384903561,"fba","published","R/F"
"iETEC_1333","390235.5_PID",0.271380971,"fba","published","R/F"
"iEC55989_1330","390235.5_PID",0.271380971,"fba","published","R/F"
"iEC1368_DH5a","390235.5_PID",0.319363951,"fba","published","R/F"
"iECB_1328","390235.5_PID",0.271380971,"fba","published","R/F"
"iECD_1391","390235.5_PID",0.010163289,"fba","published","R/F"
"iG2583_1286","390235.5_PID",0.235353237,"fba","published","R/F"
"iY75_1357","390235.5_PID",0.271380971,"fba","published","R/F"
"iECNA114_1301","390235.5_PID",0.271380971,"fba","published","R/F"
"iECBD_1354","390235.5_PID",0.010163289,"fba","published","R/F"
"iAF1260b","390235.5_PID",0.413451496,"fba","published","R/F"
"iEcE24377_1341","390235.5_PID",0.271380971,"fba","published","R/F"
"iECSE_1348","390235.5_PID",0.271380971,"fba","published","R/F"
"iECSP_1301","390235.5_PID",0.271380971,"fba","published","R/F"
"iECH74115_1262","390235.5_PID",0.235353237,"fba","published","R/F"
"iECSF_1327","390235.5_PID",0.271380971,"fba","published","R/F"
"iECDH1ME8569_1439","390235.5_PID",0.319461119,"fba","published","R/F"
"iEC1344_C","390235.5_PID",0.319363951,"fba","published","R/F"
"iUMNK88_1353","390235.5_PID",0.319461119,"fba","published","R/F"
"iNRG857_1313","390235.5_PID",0.271380971,"fba","published","R/F"
"iEKO11_1354","390235.5_PID",0.271380971,"fba","published","R/F"
"iECP_1309","390235.5_PID",0.280833516,"fba","published","R/F"
"iECs_1301","390235.5_PID",0.271380971,"fba","published","R/F"
"iEC1349_Crooks","390235.5_PID",0.292807066,"fba","published","R/F"
"iYL1228","390235.5_PID",0.319141033,"fba","published","R/F"
"iML1515","390235.5_PID",0.455287258,"fba","published","R/F"
"iUTI89_1310","390235.5_PID",0.319461119,"fba","published","R/F"
"iECO103_1326","390235.5_PID",0.271380971,"fba","published","R/F"
"iECO26_1355","390235.5_PID",0.271380971,"fba","published","R/F"
"iUMN146_1321","390235.5_PID",0.280833516,"fba","published","R/F"
"iSDY_1059","390235.5_PID",0.363752509,"fba","published","R/F"
"iECW_1372","390235.5_PID",0.271380971,"fba","published","R/F"
"iEcDH1_1363","390235.5_PID",0.271380971,"fba","published","R/F"
"iECS88_1305","390235.5_PID",0.280833516,"fba","published","R/F"
"iEC1356_Bl21DE3","390235.5_PID",0.002924673,"fba","published","R/F"
"iEcSMS35_1347","303.533_PID",0.271289954,"fba","published","R/F"
"iEcolC_1368","303.533_PID",0.271289954,"fba","published","R/F"
"iZ_1308","303.533_PID",0.271289954,"fba","published","R/F"
"iECED1_1282","303.533_PID",0.271288956,"fba","published","R/F"
"iEC1364_W","303.533_PID",0.294120802,"fba","published","R/F"
"iJO1366","303.533_PID",0.319254599,"fba","published","R/F"
"iLF82_1304","303.533_PID",0.271289954,"fba","published","R/F"
"e_coli_core","303.533_PID",0.22560685,"fba","published","R/F"
"iJR904","303.533_PID",0.33437207,"fba","published","R/F"
"iWFL_1372","303.533_PID",0.271289954,"fba","published","R/F"
"iEcHS_1320","303.533_PID",0.319353977,"fba","published","R/F"
"iECIAI39_1322","303.533_PID",0.280730148,"fba","published","R/F"
"iECO111_1330","303.533_PID",0.271289954,"fba","published","R/F"
"iB21_1397","303.533_PID",0.010159881,"fba","published","R/F"
"iEC1372_W3110","303.533_PID",0.319256842,"fba","published","R/F"
"iECIAI1_1343","303.533_PID",0.320406313,"fba","published","R/F"
"iAPECO1_1312","303.533_PID",0.280739329,"fba","published","R/F"
"iECABU_c1320","303.533_PID",0.271289954,"fba","published","R/F"
"iBWG_1329","303.533_PID",0.271289954,"fba","published","R/F"
"iE2348C_1286","303.533_PID",0.271289954,"fba","published","R/F"
"iAF1260","303.533_PID",0.413312831,"fba","published","R/F"
"iEC042_1314","303.533_PID",0.271289954,"fba","published","R/F"
"iYS1720","303.533_PID",0.358341459,"fba","published","R/F"
"iECOK1_1307","303.533_PID",0.280739329,"fba","published","R/F"
"STM_v1_0","303.533_PID",0.384774471,"fba","published","R/F"
"iETEC_1333","303.533_PID",0.271289954,"fba","published","R/F"
"iEC55989_1330","303.533_PID",0.271289954,"fba","published","R/F"
"iEC1368_DH5a","303.533_PID",0.319256842,"fba","published","R/F"
"iECB_1328","303.533_PID",0.271289954,"fba","published","R/F"
"iECD_1391","303.533_PID",0.010159881,"fba","published","R/F"
"iG2583_1286","303.533_PID",0.235274303,"fba","published","R/F"
"iY75_1357","303.533_PID",0.271289954,"fba","published","R/F"
"iECNA114_1301","303.533_PID",0.271289954,"fba","published","R/F"
"iECBD_1354","303.533_PID",0.01015988,"fba","published","R/F"
"iAF1260b","303.533_PID",0.413312831,"fba","published","R/F"
"iEcE24377_1341","303.533_PID",0.271289954,"fba","published","R/F"
"iECSE_1348","303.533_PID",0.271289954,"fba","published","R/F"
"iECSP_1301","303.533_PID",0.271289954,"fba","published","R/F"
"iECH74115_1262","303.533_PID",0.235274303,"fba","published","R/F"
"iECSF_1327","303.533_PID",0.271289954,"fba","published","R/F"
"iECDH1ME8569_1439","303.533_PID",0.319353977,"fba","published","R/F"
"iEC1344_C","303.533_PID",0.319256842,"fba","published","R/F"
"iUMNK88_1353","303.533_PID",0.319353977,"fba","published","R/F"
"iNRG857_1313","303.533_PID",0.271289954,"fba","published","R/F"
"iEKO11_1354","303.533_PID",0.271289954,"fba","published","R/F"
"iECP_1309","303.533_PID",0.280739329,"fba","published","R/F"
"iECs_1301","303.533_PID",0.271289954,"fba","published","R/F"
"iEC1349_Crooks","303.533_PID",0.292708863,"fba","published","R/F"
"iYL1228","303.533_PID",0.319033998,"fba","published","R/F"
"iML1515","303.533_PID",0.455134562,"fba","published","R/F"
"iUTI89_1310","303.533_PID",0.319353977,"fba","published","R/F"
"iECO103_1326","303.533_PID",0.271289954,"fba","published","R/F"
"iECO26_1355","303.533_PID",0.271289954,"fba","published","R/F"
"iUMN146_1321","303.533_PID",0.280739329,"fba","published","R/F"
"iSDY_1059","303.533_PID",0.363630512,"fba","published","R/F"
"iECW_1372","303.533_PID",0.271289954,"fba","published","R/F"
"iEcDH1_1363","303.533_PID",0.271289954,"fba","published","R/F"
"iECS88_1305","303.533_PID",0.280739329,"fba","published","R/F"
"iEC1356_Bl21DE3","303.533_PID",0.002923692,"fba","published","R/F"
"iEcSMS35_1347","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEcolC_1368","1193499.3_PID",0.224320474,"fba","published","R/F"
"iZ_1308","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECED1_1282","1193499.3_PID",0.224319644,"fba","published","R/F"
"iEC1364_W","1193499.3_PID",0.243305918,"fba","published","R/F"
"iJO1366","1193499.3_PID",0.264206428,"fba","published","R/F"
"iLF82_1304","1193499.3_PID",0.224320474,"fba","published","R/F"
"e_coli_core","1193499.3_PID",0.18633178,"fba","published","R/F"
"iJR904","1193499.3_PID",0.276777661,"fba","published","R/F"
"iWFL_1372","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEcHS_1320","1193499.3_PID",0.264289067,"fba","published","R/F"
"iECIAI39_1322","1193499.3_PID",0.232170654,"fba","published","R/F"
"iECO111_1330","1193499.3_PID",0.224320474,"fba","published","R/F"
"iB21_1397","1193499.3_PID",0.007172569,"fba","published","R/F"
"iEC1372_W3110","1193499.3_PID",0.264208293,"fba","published","R/F"
"iECIAI1_1343","1193499.3_PID",0.265164158,"fba","published","R/F"
"iAPECO1_1312","1193499.3_PID",0.232178289,"fba","published","R/F"
"iECABU_c1320","1193499.3_PID",0.224320474,"fba","published","R/F"
"iBWG_1329","1193499.3_PID",0.224320474,"fba","published","R/F"
"iE2348C_1286","1193499.3_PID",0.224320474,"fba","published","R/F"
"iAF1260","1193499.3_PID",0.342422419,"fba","published","R/F"
"iEC042_1314","1193499.3_PID",0.224320474,"fba","published","R/F"
"iYS1720","1193499.3_PID",0.296709882,"fba","published","R/F"
"iECOK1_1307","1193499.3_PID",0.232178289,"fba","published","R/F"
"STM_v1_0","1193499.3_PID",0.318690778,"fba","published","R/F"
"iETEC_1333","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEC55989_1330","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEC1368_DH5a","1193499.3_PID",0.264208293,"fba","published","R/F"
"iECB_1328","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECD_1391","1193499.3_PID",0.007172569,"fba","published","R/F"
"iG2583_1286","1193499.3_PID",0.194370943,"fba","published","R/F"
"iY75_1357","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECNA114_1301","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECBD_1354","1193499.3_PID",0.007172568,"fba","published","R/F"
"iAF1260b","1193499.3_PID",0.342422419,"fba","published","R/F"
"iEcE24377_1341","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECSE_1348","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECSP_1301","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECH74115_1262","1193499.3_PID",0.194370943,"fba","published","R/F"
"iECSF_1327","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECDH1ME8569_1439","1193499.3_PID",0.264289067,"fba","published","R/F"
"iEC1344_C","1193499.3_PID",0.264208293,"fba","published","R/F"
"iUMNK88_1353","1193499.3_PID",0.264289067,"fba","published","R/F"
"iNRG857_1313","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEKO11_1354","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECP_1309","1193499.3_PID",0.232178289,"fba","published","R/F"
"iECs_1301","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEC1349_Crooks","1193499.3_PID",0.242131792,"fba","published","R/F"
"iYL1228","1193499.3_PID",0.264022981,"fba","published","R/F"
"iML1515","1193499.3_PID",0.37720011,"fba","published","R/F"
"iUTI89_1310","1193499.3_PID",0.264289067,"fba","published","R/F"
"iECO103_1326","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECO26_1355","1193499.3_PID",0.224320474,"fba","published","R/F"
"iUMN146_1321","1193499.3_PID",0.232178289,"fba","published","R/F"
"iSDY_1059","1193499.3_PID",0.301108099,"fba","published","R/F"
"iECW_1372","1193499.3_PID",0.224320474,"fba","published","R/F"
"iEcDH1_1363","1193499.3_PID",0.224320474,"fba","published","R/F"
"iECS88_1305","1193499.3_PID",0.232178289,"fba","published","R/F"
"iEC1356_Bl21DE3","1193499.3_PID",0.001155171,"fba","published","R/F"
"iEcSMS35_1347","931281.3_PID",0.302253616,"fba","published","R/F"
"iEcolC_1368","931281.3_PID",0.302253616,"fba","published","R/F"
"iZ_1308","931281.3_PID",0.302253616,"fba","published","R/F"
"iECED1_1282","931281.3_PID",0.302252506,"fba","published","R/F"
"iEC1364_W","931281.3_PID",0.327644302,"fba","published","R/F"
"iJO1366","931281.3_PID",0.355596149,"fba","published","R/F"
"iLF82_1304","931281.3_PID",0.302253616,"fba","published","R/F"
"e_coli_core","931281.3_PID",0.251448434,"fba","published","R/F"
"iJR904","931281.3_PID",0.37240862,"fba","published","R/F"
"iWFL_1372","931281.3_PID",0.302253616,"fba","published","R/F"
"iEcHS_1320","931281.3_PID",0.355706669,"fba","published","R/F"
"iECIAI39_1322","931281.3_PID",0.312752262,"fba","published","R/F"
"iECO111_1330","931281.3_PID",0.302253616,"fba","published","R/F"
"iB21_1397","931281.3_PID",0.011845139,"fba","published","R/F"
"iEC1372_W3110","931281.3_PID",0.355598642,"fba","published","R/F"
"iECIAI1_1343","931281.3_PID",0.356876995,"fba","published","R/F"
"iAPECO1_1312","931281.3_PID",0.312762472,"fba","published","R/F"
"iECABU_c1320","931281.3_PID",0.302253616,"fba","published","R/F"
"iBWG_1329","931281.3_PID",0.302253616,"fba","published","R/F"
"iE2348C_1286","931281.3_PID",0.302253616,"fba","published","R/F"
"iAF1260","931281.3_PID",0.46020037,"fba","published","R/F"
"iEC042_1314","931281.3_PID",0.302253616,"fba","published","R/F"
"iYS1720","931281.3_PID",0.399065502,"fba","published","R/F"
"iECOK1_1307","931281.3_PID",0.312762472,"fba","published","R/F"
"STM_v1_0","931281.3_PID",0.428462234,"fba","published","R/F"
"iETEC_1333","931281.3_PID",0.302253616,"fba","published","R/F"
"iEC55989_1330","931281.3_PID",0.302253616,"fba","published","R/F"
"iEC1368_DH5a","931281.3_PID",0.355598642,"fba","published","R/F"
"iECB_1328","931281.3_PID",0.302253616,"fba","published","R/F"
"iECD_1391","931281.3_PID",0.011845139,"fba","published","R/F"
"iG2583_1286","931281.3_PID",0.262199821,"fba","published","R/F"
"iY75_1357","931281.3_PID",0.302253616,"fba","published","R/F"
"iECNA114_1301","931281.3_PID",0.302253616,"fba","published","R/F"
"iECBD_1354","931281.3_PID",0.011845138,"fba","published","R/F"
"iAF1260b","931281.3_PID",0.46020037,"fba","published","R/F"
"iEcE24377_1341","931281.3_PID",0.302253616,"fba","published","R/F"
"iECSE_1348","931281.3_PID",0.302253616,"fba","published","R/F"
"iECSP_1301","931281.3_PID",0.302253616,"fba","published","R/F"
"iECH74115_1262","931281.3_PID",0.262199821,"fba","published","R/F"
"iECSF_1327","931281.3_PID",0.302253616,"fba","published","R/F"
"iECDH1ME8569_1439","931281.3_PID",0.355706669,"fba","published","R/F"
"iEC1344_C","931281.3_PID",0.355598642,"fba","published","R/F"
"iUMNK88_1353","931281.3_PID",0.355706669,"fba","published","R/F"
"iNRG857_1313","931281.3_PID",0.302253616,"fba","published","R/F"
"iEKO11_1354","931281.3_PID",0.302253616,"fba","published","R/F"
"iECP_1309","931281.3_PID",0.312762472,"fba","published","R/F"
"iECs_1301","931281.3_PID",0.302253616,"fba","published","R/F"
"iEC1349_Crooks","931281.3_PID",0.326074053,"fba","published","R/F"
"iYL1228","931281.3_PID",0.355350814,"fba","published","R/F"
"iML1515","931281.3_PID",0.506711233,"fba","published","R/F"
"iUTI89_1310","931281.3_PID",0.355706669,"fba","published","R/F"
"iECO103_1326","931281.3_PID",0.302253616,"fba","published","R/F"
"iECO26_1355","931281.3_PID",0.302253616,"fba","published","R/F"
"iUMN146_1321","931281.3_PID",0.312762472,"fba","published","R/F"
"iSDY_1059","931281.3_PID",0.404947575,"fba","published","R/F"
"iECW_1372","931281.3_PID",0.302253616,"fba","published","R/F"
"iEcDH1_1363","931281.3_PID",0.302253616,"fba","published","R/F"
"iECS88_1305","931281.3_PID",0.312762472,"fba","published","R/F"
"iEC1356_Bl21DE3","931281.3_PID",0.003797615,"fba","published","R/F"
"iEcSMS35_1347","303.473_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.473_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.473_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.473_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.473_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.473_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.473_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.473_PID",0.252290199,"fba","published","R/F"
"iJR904","303.473_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.473_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.473_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.473_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.473_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.473_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.473_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.473_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.473_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.473_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.473_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.473_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.473_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.473_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.473_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.473_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.473_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.473_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.473_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.473_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.473_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.473_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.473_PID",0.263077578,"fba","published","R/F"
"iY75_1357","303.473_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.473_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.473_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.473_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.473_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.473_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.473_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.473_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.473_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.473_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.473_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.473_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.473_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.473_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.473_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.473_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.473_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.473_PID",0.356540409,"fba","published","R/F"
"iML1515","303.473_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.473_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.473_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.473_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.473_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.473_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.473_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.473_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.473_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.473_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","303.453_PID",0.303243367,"fba","published","R/F"
"iEcolC_1368","303.453_PID",0.303243367,"fba","published","R/F"
"iZ_1308","303.453_PID",0.303243367,"fba","published","R/F"
"iECED1_1282","303.453_PID",0.303242254,"fba","published","R/F"
"iEC1364_W","303.453_PID",0.328717197,"fba","published","R/F"
"iJO1366","303.453_PID",0.356760574,"fba","published","R/F"
"iLF82_1304","303.453_PID",0.303243367,"fba","published","R/F"
"e_coli_core","303.453_PID",0.25227182,"fba","published","R/F"
"iJR904","303.453_PID",0.373628099,"fba","published","R/F"
"iWFL_1372","303.453_PID",0.303243367,"fba","published","R/F"
"iEcHS_1320","303.453_PID",0.356871456,"fba","published","R/F"
