"time_hours","variable","Family","SangerID","value"
48,"acetate (mM)","Pseudomonadaceae",428,0.447529654
48,"acetate (mM)","Pseudomonadaceae",432,0.117842006
48,"acetate (mM)","Pseudomonadaceae",267,0.070743771
48,"acetate (mM)","Enterobacteriaceae",269,6.899987891
48,"acetate (mM)","Enterobacteriaceae",270,29.38939525
48,"acetate (mM)","Enterobacteriaceae",435,29.27164966
48,"acetate (mM)","Pseudomonadaceae",272,0.635922595
48,"acetate (mM)","Enterobacteriaceae",273,8.289385832
48,"acetate (mM)","Pseudomonadaceae",274,0.659471713
48,"acetate (mM)","Enterobacteriaceae",438,0.117842006
48,"acetate (mM)","Enterobacteriaceae",439,28.77711819
48,"acetate (mM)","Enterobacteriaceae",283,22.27756172
48,"acetate (mM)","Enterobacteriaceae",284,4.309584949
48,"acetate (mM)","Enterobacteriaceae",286,27.08158172
48,"acetate (mM)","Enterobacteriaceae",287,6.735144067
48,"acetate (mM)","Enterobacteriaceae",440,7.253224655
48,"acetate (mM)","Pseudomonadaceae",441,0
48,"acetate (mM)","Enterobacteriaceae",442,21.64173554
48,"acetate (mM)","Enterobacteriaceae",160,21.21785143
48,"acetate (mM)","Enterobacteriaceae",165,13.49374084
48,"acetate (mM)","Enterobacteriaceae",169,25.26829966
48,"acetate (mM)","Pseudomonadaceae",523,0.447529654
48,"acetate (mM)","Enterobacteriaceae",276,24.39698231
48,"acetate (mM)","Enterobacteriaceae",277,18.29776084
48,"acetate (mM)","Enterobacteriaceae",278,24.9150629
48,"acetate (mM)","Enterobacteriaceae",288,9.325547009
48,"acetate (mM)","Enterobacteriaceae",289,23.10178084
48,"acetate (mM)","Pseudomonadaceae",290,0.471078771
48,"acetate (mM)","Pseudomonadaceae",444,0
48,"acetate (mM)","Pseudomonadaceae",294,0
48,"acetate (mM)","Enterobacteriaceae",295,8.666171715
48,"acetate (mM)","Enterobacteriaceae",303,10.66784672
48,"acetate (mM)","Pseudomonadaceae",304,0.094292889
48,"acetate (mM)","Enterobacteriaceae",305,9.537489068
48,"acetate (mM)","Enterobacteriaceae",308,10.47945378
48,"acetate (mM)","Enterobacteriaceae",310,6.334809067
48,"acetate (mM)","Enterobacteriaceae",311,6.711594949
48,"acetate (mM)","Pseudomonadaceae",316,9.64e-05
48,"acetate (mM)","Enterobacteriaceae",317,6.80579142
48,"acetate (mM)","Enterobacteriaceae",320,6.429005537
48,"acetate (mM)","Pseudomonadaceae",321,0.918512007
48,"acetate (mM)","Enterobacteriaceae",322,6.311259949
48,"acetate (mM)","Pseudomonadaceae",325,1.978222301
48,"acetate (mM)","Enterobacteriaceae",448,5.910924949
48,"acetate (mM)","Pseudomonadaceae",449,7.159028185
0,"succinate (mM)","Pseudomonadaceae",326,0
0,"succinate (mM)","Enterobacteriaceae",327,0
0,"succinate (mM)","Enterobacteriaceae",332,0
0,"succinate (mM)","Pseudomonadaceae",335,0
0,"succinate (mM)","Moraxellaceae",336,0
0,"succinate (mM)","Enterobacteriaceae",338,0
0,"succinate (mM)","Enterobacteriaceae",340,0
0,"succinate (mM)","Enterobacteriaceae",461,0
0,"succinate (mM)","Enterobacteriaceae",280,0
0,"succinate (mM)","Aeromonadaceae",343,0
0,"succinate (mM)","Enterobacteriaceae",344,0
0,"succinate (mM)","Enterobacteriaceae",345,0
0,"succinate (mM)","Enterobacteriaceae",346,0
0,"succinate (mM)","Enterobacteriaceae",348,0
0,"succinate (mM)","Pseudomonadaceae",350,0
0,"succinate (mM)","Moraxellaceae",453,0
0,"succinate (mM)","Moraxellaceae",454,0
0,"succinate (mM)","Enterobacteriaceae",458,0
0,"succinate (mM)","Enterobacteriaceae",460,0
0,"succinate (mM)","Pseudomonadaceae",352,0
0,"succinate (mM)","Enterobacteriaceae",356,0
0,"succinate (mM)","Pseudomonadaceae",462,0
0,"succinate (mM)","Enterobacteriaceae",358,0
0,"succinate (mM)","Enterobacteriaceae",360,0
0,"succinate (mM)","Enterobacteriaceae",259,0
0,"succinate (mM)","Enterobacteriaceae",364,0
0,"succinate (mM)","Pseudomonadaceae",428,0
0,"succinate (mM)","Pseudomonadaceae",432,0
0,"succinate (mM)","Pseudomonadaceae",267,0
0,"succinate (mM)","Enterobacteriaceae",269,0
0,"succinate (mM)","Enterobacteriaceae",270,0
0,"succinate (mM)","Enterobacteriaceae",435,0
0,"succinate (mM)","Pseudomonadaceae",272,0
0,"succinate (mM)","Enterobacteriaceae",273,0
0,"succinate (mM)","Pseudomonadaceae",274,0
0,"succinate (mM)","Enterobacteriaceae",438,0
0,"succinate (mM)","Enterobacteriaceae",439,0
0,"succinate (mM)","Enterobacteriaceae",283,0
0,"succinate (mM)","Enterobacteriaceae",284,0
0,"succinate (mM)","Enterobacteriaceae",286,0
0,"succinate (mM)","Enterobacteriaceae",287,0
0,"succinate (mM)","Enterobacteriaceae",440,0
0,"succinate (mM)","Pseudomonadaceae",441,0
0,"succinate (mM)","Enterobacteriaceae",442,0
0,"succinate (mM)","Enterobacteriaceae",160,0
0,"succinate (mM)","Enterobacteriaceae",165,0
0,"succinate (mM)","Enterobacteriaceae",169,0
0,"succinate (mM)","Pseudomonadaceae",523,0
0,"succinate (mM)","Enterobacteriaceae",276,0
0,"succinate (mM)","Enterobacteriaceae",277,0
0,"succinate (mM)","Enterobacteriaceae",278,0
0,"succinate (mM)","Enterobacteriaceae",288,0
0,"succinate (mM)","Enterobacteriaceae",289,0
0,"succinate (mM)","Pseudomonadaceae",290,0
0,"succinate (mM)","Pseudomonadaceae",444,0
0,"succinate (mM)","Pseudomonadaceae",294,0
0,"succinate (mM)","Enterobacteriaceae",295,0
0,"succinate (mM)","Enterobacteriaceae",303,0
0,"succinate (mM)","Pseudomonadaceae",304,0
0,"succinate (mM)","Enterobacteriaceae",305,0
0,"succinate (mM)","Enterobacteriaceae",308,0
0,"succinate (mM)","Enterobacteriaceae",310,0
0,"succinate (mM)","Enterobacteriaceae",311,0
0,"succinate (mM)","Pseudomonadaceae",316,0
0,"succinate (mM)","Enterobacteriaceae",317,0
0,"succinate (mM)","Enterobacteriaceae",320,0
0,"succinate (mM)","Pseudomonadaceae",321,0
0,"succinate (mM)","Enterobacteriaceae",322,0
0,"succinate (mM)","Pseudomonadaceae",325,0
0,"succinate (mM)","Enterobacteriaceae",448,0
0,"succinate (mM)","Pseudomonadaceae",449,0
16,"succinate (mM)","Pseudomonadaceae",326,0.001157298
16,"succinate (mM)","Enterobacteriaceae",327,0.552794855
16,"succinate (mM)","Enterobacteriaceae",332,0.150363407
16,"succinate (mM)","Pseudomonadaceae",335,0.017473303
16,"succinate (mM)","Moraxellaceae",336,0.013431923
16,"succinate (mM)","Enterobacteriaceae",338,0.545943249
16,"succinate (mM)","Enterobacteriaceae",340,0.282064868
16,"succinate (mM)","Enterobacteriaceae",461,0.279925314
16,"succinate (mM)","Enterobacteriaceae",280,0.579938391
16,"succinate (mM)","Aeromonadaceae",343,0.716869875
16,"succinate (mM)","Enterobacteriaceae",344,0.394034884
16,"succinate (mM)","Enterobacteriaceae",345,0.309641348
16,"succinate (mM)","Enterobacteriaceae",346,0.479379333
16,"succinate (mM)","Enterobacteriaceae",348,0.39593671
16,"succinate (mM)","Pseudomonadaceae",350,0.009865999
16,"succinate (mM)","Moraxellaceae",453,0.022227869
16,"succinate (mM)","Moraxellaceae",454,0.016284662
16,"succinate (mM)","Enterobacteriaceae",458,0.696662972
16,"succinate (mM)","Enterobacteriaceae",460,0.367171589
16,"succinate (mM)","Pseudomonadaceae",352,0.022227869
16,"succinate (mM)","Enterobacteriaceae",356,0.31891275
16,"succinate (mM)","Pseudomonadaceae",462,0.019612858
16,"succinate (mM)","Enterobacteriaceae",358,0.240069518
16,"succinate (mM)","Enterobacteriaceae",360,0.242331971
16,"succinate (mM)","Enterobacteriaceae",259,0.46009373
16,"succinate (mM)","Enterobacteriaceae",364,0.815435085
16,"succinate (mM)","Pseudomonadaceae",428,0.001952514
16,"succinate (mM)","Pseudomonadaceae",432,0.005623937
16,"succinate (mM)","Pseudomonadaceae",267,0.011131073
16,"succinate (mM)","Enterobacteriaceae",269,0.611146587
16,"succinate (mM)","Enterobacteriaceae",270,0.490776341
16,"succinate (mM)","Enterobacteriaceae",435,0.440425389
16,"succinate (mM)","Pseudomonadaceae",272,0.014802496
16,"succinate (mM)","Enterobacteriaceae",273,0.648909801
16,"succinate (mM)","Pseudomonadaceae",274,0.011131073
16,"succinate (mM)","Enterobacteriaceae",438,0.795242256
16,"succinate (mM)","Enterobacteriaceae",439,0.491300831
16,"succinate (mM)","Enterobacteriaceae",283,0.513853861
16,"succinate (mM)","Enterobacteriaceae",284,0.809403461
16,"succinate (mM)","Enterobacteriaceae",286,0.377748944
16,"succinate (mM)","Enterobacteriaceae",287,0.325824524
16,"succinate (mM)","Enterobacteriaceae",440,0.626881259
16,"succinate (mM)","Pseudomonadaceae",441,0.011131073
16,"succinate (mM)","Enterobacteriaceae",442,0.559222167
16,"succinate (mM)","Enterobacteriaceae",160,0.440749116
16,"succinate (mM)","Enterobacteriaceae",165,0.249119331
16,"succinate (mM)","Enterobacteriaceae",169,0.328305192
16,"succinate (mM)","Pseudomonadaceae",523,0.000928216
16,"succinate (mM)","Enterobacteriaceae",276,0.564729302
16,"succinate (mM)","Enterobacteriaceae",277,0.303009249
16,"succinate (mM)","Enterobacteriaceae",278,0.432558053
16,"succinate (mM)","Enterobacteriaceae",288,0.297633253
16,"succinate (mM)","Enterobacteriaceae",289,0.474843246
16,"succinate (mM)","Pseudomonadaceae",290,0.001936815
16,"succinate (mM)","Pseudomonadaceae",444,0.001676976
16,"succinate (mM)","Pseudomonadaceae",294,0.000117944
16,"succinate (mM)","Enterobacteriaceae",295,0.330892607
16,"succinate (mM)","Enterobacteriaceae",303,0.370907766
16,"succinate (mM)","Pseudomonadaceae",304,0.002976169
16,"succinate (mM)","Enterobacteriaceae",305,0.364931476
16,"succinate (mM)","Enterobacteriaceae",308,0.341545993
16,"succinate (mM)","Enterobacteriaceae",310,0.333750832
16,"succinate (mM)","Enterobacteriaceae",311,0.371687282
16,"succinate (mM)","Pseudomonadaceae",316,0.002976169
16,"succinate (mM)","Enterobacteriaceae",317,0.412741797
16,"succinate (mM)","Enterobacteriaceae",320,0.36623067
16,"succinate (mM)","Pseudomonadaceae",321,0.007913105
16,"succinate (mM)","Enterobacteriaceae",322,0.34414438
16,"succinate (mM)","Pseudomonadaceae",325,0.008692621
16,"succinate (mM)","Enterobacteriaceae",448,0.362592928
16,"succinate (mM)","Pseudomonadaceae",449,0.007913105
28,"succinate (mM)","Pseudomonadaceae",326,0
28,"succinate (mM)","Enterobacteriaceae",327,0.131856164
28,"succinate (mM)","Enterobacteriaceae",332,0.253062019
28,"succinate (mM)","Pseudomonadaceae",335,0.024605152
28,"succinate (mM)","Moraxellaceae",336,0.018899673
28,"succinate (mM)","Enterobacteriaceae",338,0.442769179
28,"succinate (mM)","Enterobacteriaceae",340,0.030786087
28,"succinate (mM)","Enterobacteriaceae",461,0.052657087
28,"succinate (mM)","Enterobacteriaceae",280,0.532868194
28,"succinate (mM)","Aeromonadaceae",343,0.589922979
28,"succinate (mM)","Enterobacteriaceae",344,0.452516038
28,"succinate (mM)","Enterobacteriaceae",345,0.014858292
28,"succinate (mM)","Enterobacteriaceae",346,0.546894162
28,"succinate (mM)","Enterobacteriaceae",348,0.46606655
28,"succinate (mM)","Pseudomonadaceae",350,0.017711032
28,"succinate (mM)","Moraxellaceae",453,0.016284662
28,"succinate (mM)","Moraxellaceae",454,0.017473303
28,"succinate (mM)","Enterobacteriaceae",458,0.659101905
28,"succinate (mM)","Enterobacteriaceae",460,0.447048288
28,"succinate (mM)","Pseudomonadaceae",352,0.01652239
28,"succinate (mM)","Enterobacteriaceae",356,0.045762968
28,"succinate (mM)","Pseudomonadaceae",462,0.015096021
28,"succinate (mM)","Enterobacteriaceae",358,0
28,"succinate (mM)","Enterobacteriaceae",360,0.03554375
28,"succinate (mM)","Enterobacteriaceae",259,0.440687634
28,"succinate (mM)","Enterobacteriaceae",364,0.73256581
28,"succinate (mM)","Pseudomonadaceae",428,0.007984138
28,"succinate (mM)","Pseudomonadaceae",432,0.011917806
28,"succinate (mM)","Pseudomonadaceae",267,0.016113719
28,"succinate (mM)","Enterobacteriaceae",269,0.51726304
28,"succinate (mM)","Enterobacteriaceae",270,0.475303913
28,"succinate (mM)","Enterobacteriaceae",435,0.467698822
28,"succinate (mM)","Pseudomonadaceae",272,0.003263737
28,"succinate (mM)","Enterobacteriaceae",273,0.57207215
28,"succinate (mM)","Pseudomonadaceae",274,0.013753518
28,"succinate (mM)","Enterobacteriaceae",438,0.667004674
28,"succinate (mM)","Enterobacteriaceae",439,0.443047835
28,"succinate (mM)","Enterobacteriaceae",283,0.528277311
28,"succinate (mM)","Enterobacteriaceae",284,0.762461688
28,"succinate (mM)","Enterobacteriaceae",286,0.415774402
28,"succinate (mM)","Enterobacteriaceae",287,0.00693516
28,"succinate (mM)","Enterobacteriaceae",440,0.503626324
28,"succinate (mM)","Pseudomonadaceae",441,0.019785143
28,"succinate (mM)","Enterobacteriaceae",442,0.577054796
28,"succinate (mM)","Enterobacteriaceae",160,0.402966148
28,"succinate (mM)","Enterobacteriaceae",165,0.297762074
28,"succinate (mM)","Enterobacteriaceae",169,0.316766681
28,"succinate (mM)","Pseudomonadaceae",523,0.006131858
28,"succinate (mM)","Enterobacteriaceae",276,0.498119189
28,"succinate (mM)","Enterobacteriaceae",277,0.302222515
28,"succinate (mM)","Enterobacteriaceae",278,0.411840734
28,"succinate (mM)","Enterobacteriaceae",288,0.251122126
28,"succinate (mM)","Enterobacteriaceae",289,0.459252924
28,"succinate (mM)","Pseudomonadaceae",290,0.005574556
28,"succinate (mM)","Pseudomonadaceae",444,0.005314718
28,"succinate (mM)","Pseudomonadaceae",294,0.006354072
28,"succinate (mM)","Enterobacteriaceae",295,0.296593898
28,"succinate (mM)","Enterobacteriaceae",303,0.203051967
28,"succinate (mM)","Pseudomonadaceae",304,0.000637621
28,"succinate (mM)","Enterobacteriaceae",305,0.250862288
28,"succinate (mM)","Enterobacteriaceae",308,0.176288581
28,"succinate (mM)","Enterobacteriaceae",310,0.177847613
28,"succinate (mM)","Enterobacteriaceae",311,0.188501
28,"succinate (mM)","Pseudomonadaceae",316,0.00479504
28,"succinate (mM)","Enterobacteriaceae",317,0.264114061
28,"succinate (mM)","Enterobacteriaceae",320,0
28,"succinate (mM)","Pseudomonadaceae",321,0.005574556
28,"succinate (mM)","Enterobacteriaceae",322,0.264893577
28,"succinate (mM)","Pseudomonadaceae",325,0.00479504
28,"succinate (mM)","Enterobacteriaceae",448,0.263854222
28,"succinate (mM)","Pseudomonadaceae",449,0.004015524
48,"succinate (mM)","Pseudomonadaceae",326,0
48,"succinate (mM)","Enterobacteriaceae",327,0
48,"succinate (mM)","Enterobacteriaceae",332,0.009152814
48,"succinate (mM)","Pseudomonadaceae",335,0.034827467
48,"succinate (mM)","Moraxellaceae",336,0.021276956
48,"succinate (mM)","Enterobacteriaceae",338,0.030548358
48,"succinate (mM)","Enterobacteriaceae",340,0.01105464
48,"succinate (mM)","Enterobacteriaceae",461,0.012956466
48,"succinate (mM)","Enterobacteriaceae",280,0.013431923
48,"succinate (mM)","Aeromonadaceae",343,0.029359717
48,"succinate (mM)","Enterobacteriaceae",344,0.03720475
48,"succinate (mM)","Enterobacteriaceae",345,0.008915086
48,"succinate (mM)","Enterobacteriaceae",346,0.431358222
48,"succinate (mM)","Enterobacteriaceae",348,0.022227869
48,"succinate (mM)","Pseudomonadaceae",350,0.017235575
48,"succinate (mM)","Moraxellaceae",453,0.021039228
48,"succinate (mM)","Moraxellaceae",454,0.022465597
48,"succinate (mM)","Enterobacteriaceae",458,0.013431923
48,"succinate (mM)","Enterobacteriaceae",460,0.138239265
48,"succinate (mM)","Pseudomonadaceae",352,0.024367423
48,"succinate (mM)","Enterobacteriaceae",356,0.007964173
48,"succinate (mM)","Pseudomonadaceae",462,0.021990141
48,"succinate (mM)","Enterobacteriaceae",358,0
48,"succinate (mM)","Enterobacteriaceae",360,0
48,"succinate (mM)","Enterobacteriaceae",259,0.308516384
48,"succinate (mM)","Enterobacteriaceae",364,0.002214758
48,"succinate (mM)","Pseudomonadaceae",428,0.010082095
48,"succinate (mM)","Pseudomonadaceae",432,0.021620855
48,"succinate (mM)","Pseudomonadaceae",267,0.020047387
48,"succinate (mM)","Enterobacteriaceae",269,0.06410447
48,"succinate (mM)","Enterobacteriaceae",270,0.432558053
48,"succinate (mM)","Enterobacteriaceae",435,0.344968376
48,"succinate (mM)","Pseudomonadaceae",272,0.044960619
48,"succinate (mM)","Enterobacteriaceae",273,0.268392969
48,"succinate (mM)","Pseudomonadaceae",274,0.016638208
48,"succinate (mM)","Enterobacteriaceae",438,0.004837204
48,"succinate (mM)","Enterobacteriaceae",439,0.395843817
48,"succinate (mM)","Enterobacteriaceae",283,0.461929442
48,"succinate (mM)","Enterobacteriaceae",284,0.002214758
48,"succinate (mM)","Enterobacteriaceae",286,0.290946
48,"succinate (mM)","Enterobacteriaceae",287,0.007197405
48,"succinate (mM)","Enterobacteriaceae",440,0.201782855
48,"succinate (mM)","Pseudomonadaceae",441,0.022932077
48,"succinate (mM)","Enterobacteriaceae",442,0.571547661
48,"succinate (mM)","Enterobacteriaceae",160,0.32988891
48,"succinate (mM)","Enterobacteriaceae",165,0
48,"succinate (mM)","Enterobacteriaceae",169,0.198214134
48,"succinate (mM)","Pseudomonadaceae",523,0.010204274
48,"succinate (mM)","Enterobacteriaceae",276,0.444359057
48,"succinate (mM)","Enterobacteriaceae",277,0.308516384
48,"succinate (mM)","Enterobacteriaceae",278,0.291470489
48,"succinate (mM)","Enterobacteriaceae",288,0
48,"succinate (mM)","Enterobacteriaceae",289,0.471725181
48,"succinate (mM)","Pseudomonadaceae",290,0.014928749
48,"succinate (mM)","Pseudomonadaceae",444,0.015708266
48,"succinate (mM)","Pseudomonadaceae",294,0.013629556
48,"succinate (mM)","Enterobacteriaceae",295,0.007653266
48,"succinate (mM)","Enterobacteriaceae",303,0.008172943
48,"succinate (mM)","Pseudomonadaceae",304,0.004275363
48,"succinate (mM)","Enterobacteriaceae",305,0.010251653
48,"succinate (mM)","Enterobacteriaceae",308,0
48,"succinate (mM)","Enterobacteriaceae",310,0.001417137
48,"succinate (mM)","Enterobacteriaceae",311,0.020125523
48,"succinate (mM)","Pseudomonadaceae",316,0.004015524
48,"succinate (mM)","Enterobacteriaceae",317,0.034936329
48,"succinate (mM)","Enterobacteriaceae",320,0.009731975
48,"succinate (mM)","Pseudomonadaceae",321,0.015188588
48,"succinate (mM)","Enterobacteriaceae",322,0.008432782
48,"succinate (mM)","Pseudomonadaceae",325,0.014928749
48,"succinate (mM)","Enterobacteriaceae",448,0.019605846
48,"succinate (mM)","Pseudomonadaceae",449,0.030259233
0,"lactate (mM)","Pseudomonadaceae",326,0
0,"lactate (mM)","Enterobacteriaceae",327,0
0,"lactate (mM)","Enterobacteriaceae",332,0
0,"lactate (mM)","Pseudomonadaceae",335,0
0,"lactate (mM)","Moraxellaceae",336,0
0,"lactate (mM)","Enterobacteriaceae",338,0
0,"lactate (mM)","Enterobacteriaceae",340,0
0,"lactate (mM)","Enterobacteriaceae",461,0
0,"lactate (mM)","Enterobacteriaceae",280,0
0,"lactate (mM)","Aeromonadaceae",343,0
0,"lactate (mM)","Enterobacteriaceae",344,0
0,"lactate (mM)","Enterobacteriaceae",345,0
0,"lactate (mM)","Enterobacteriaceae",346,0
0,"lactate (mM)","Enterobacteriaceae",348,0
0,"lactate (mM)","Pseudomonadaceae",350,0
0,"lactate (mM)","Moraxellaceae",453,0
0,"lactate (mM)","Moraxellaceae",454,0
0,"lactate (mM)","Enterobacteriaceae",458,0
0,"lactate (mM)","Enterobacteriaceae",460,0
0,"lactate (mM)","Pseudomonadaceae",352,0
0,"lactate (mM)","Enterobacteriaceae",356,0
0,"lactate (mM)","Pseudomonadaceae",462,0
0,"lactate (mM)","Enterobacteriaceae",358,0
0,"lactate (mM)","Enterobacteriaceae",360,0
0,"lactate (mM)","Enterobacteriaceae",259,0
0,"lactate (mM)","Enterobacteriaceae",364,0
0,"lactate (mM)","Pseudomonadaceae",428,0
0,"lactate (mM)","Pseudomonadaceae",432,0
0,"lactate (mM)","Pseudomonadaceae",267,0
0,"lactate (mM)","Enterobacteriaceae",269,0
0,"lactate (mM)","Enterobacteriaceae",270,0
0,"lactate (mM)","Enterobacteriaceae",435,0
0,"lactate (mM)","Pseudomonadaceae",272,0
0,"lactate (mM)","Enterobacteriaceae",273,0
0,"lactate (mM)","Pseudomonadaceae",274,0
0,"lactate (mM)","Enterobacteriaceae",438,0
0,"lactate (mM)","Enterobacteriaceae",439,0
0,"lactate (mM)","Enterobacteriaceae",283,0
0,"lactate (mM)","Enterobacteriaceae",284,0
0,"lactate (mM)","Enterobacteriaceae",286,0
0,"lactate (mM)","Enterobacteriaceae",287,0
0,"lactate (mM)","Enterobacteriaceae",440,0
0,"lactate (mM)","Pseudomonadaceae",441,0
0,"lactate (mM)","Enterobacteriaceae",442,0
0,"lactate (mM)","Enterobacteriaceae",160,0
0,"lactate (mM)","Enterobacteriaceae",165,0
0,"lactate (mM)","Enterobacteriaceae",169,0
0,"lactate (mM)","Pseudomonadaceae",523,0
0,"lactate (mM)","Enterobacteriaceae",276,0
0,"lactate (mM)","Enterobacteriaceae",277,0
0,"lactate (mM)","Enterobacteriaceae",278,0
0,"lactate (mM)","Enterobacteriaceae",288,0
0,"lactate (mM)","Enterobacteriaceae",289,0
0,"lactate (mM)","Pseudomonadaceae",290,0
0,"lactate (mM)","Pseudomonadaceae",444,0
0,"lactate (mM)","Pseudomonadaceae",294,0
0,"lactate (mM)","Enterobacteriaceae",295,0
0,"lactate (mM)","Enterobacteriaceae",303,0
0,"lactate (mM)","Pseudomonadaceae",304,0
0,"lactate (mM)","Enterobacteriaceae",305,0
0,"lactate (mM)","Enterobacteriaceae",308,0
0,"lactate (mM)","Enterobacteriaceae",310,0
0,"lactate (mM)","Enterobacteriaceae",311,0
0,"lactate (mM)","Pseudomonadaceae",316,0
0,"lactate (mM)","Enterobacteriaceae",317,0
0,"lactate (mM)","Enterobacteriaceae",320,0
0,"lactate (mM)","Pseudomonadaceae",321,0
0,"lactate (mM)","Enterobacteriaceae",322,0
0,"lactate (mM)","Pseudomonadaceae",325,0
0,"lactate (mM)","Enterobacteriaceae",448,0
0,"lactate (mM)","Pseudomonadaceae",449,0
16,"lactate (mM)","Pseudomonadaceae",326,0
16,"lactate (mM)","Enterobacteriaceae",327,0.373094031
16,"lactate (mM)","Enterobacteriaceae",332,3.874438009
16,"lactate (mM)","Pseudomonadaceae",335,0
16,"lactate (mM)","Moraxellaceae",336,0
16,"lactate (mM)","Enterobacteriaceae",338,0.554857789
16,"lactate (mM)","Enterobacteriaceae",340,2.905031297
16,"lactate (mM)","Enterobacteriaceae",461,3.000696433
16,"lactate (mM)","Enterobacteriaceae",280,0.765321088
16,"lactate (mM)","Aeromonadaceae",343,3.526854682
16,"lactate (mM)","Enterobacteriaceae",344,3.986047334
16,"lactate (mM)","Enterobacteriaceae",345,3.584253763
16,"lactate (mM)","Enterobacteriaceae",346,3.115494597
16,"lactate (mM)","Enterobacteriaceae",348,4.005180362
16,"lactate (mM)","Pseudomonadaceae",350,0
16,"lactate (mM)","Moraxellaceae",453,0
16,"lactate (mM)","Moraxellaceae",454,0
16,"lactate (mM)","Enterobacteriaceae",458,2.484104699
16,"lactate (mM)","Enterobacteriaceae",460,3.485399789
16,"lactate (mM)","Pseudomonadaceae",352,0.019133027
16,"lactate (mM)","Enterobacteriaceae",356,3.702240764
16,"lactate (mM)","Pseudomonadaceae",462,0.009566514
16,"lactate (mM)","Enterobacteriaceae",358,2.920975487
16,"lactate (mM)","Enterobacteriaceae",360,0.794020629
16,"lactate (mM)","Enterobacteriaceae",259,3.459889086
16,"lactate (mM)","Enterobacteriaceae",364,2.790233134
16,"lactate (mM)","Pseudomonadaceae",428,0.047832568
16,"lactate (mM)","Pseudomonadaceae",432,0.019133027
16,"lactate (mM)","Pseudomonadaceae",267,0
16,"lactate (mM)","Enterobacteriaceae",269,0.685600142
16,"lactate (mM)","Enterobacteriaceae",270,4.464373015
16,"lactate (mM)","Enterobacteriaceae",435,4.693969341
16,"lactate (mM)","Pseudomonadaceae",272,0.057399082
16,"lactate (mM)","Enterobacteriaceae",273,0.58355733
16,"lactate (mM)","Pseudomonadaceae",274,0
16,"lactate (mM)","Enterobacteriaceae",438,2.863576405
16,"lactate (mM)","Enterobacteriaceae",439,4.359141365
16,"lactate (mM)","Enterobacteriaceae",283,5.303037374
16,"lactate (mM)","Enterobacteriaceae",284,2.503237726
16,"lactate (mM)","Enterobacteriaceae",286,3.785150549
16,"lactate (mM)","Enterobacteriaceae",287,3.003885271
16,"lactate (mM)","Enterobacteriaceae",440,0.551668951
16,"lactate (mM)","Pseudomonadaceae",441,0
16,"lactate (mM)","Enterobacteriaceae",442,4.636570259
16,"lactate (mM)","Enterobacteriaceae",160,5.290282022
16,"lactate (mM)","Enterobacteriaceae",165,4.974587073
16,"lactate (mM)","Enterobacteriaceae",169,3.721373791
16,"lactate (mM)","Pseudomonadaceae",523,0
16,"lactate (mM)","Enterobacteriaceae",276,5.111707102
16,"lactate (mM)","Enterobacteriaceae",277,6.007770542
16,"lactate (mM)","Enterobacteriaceae",278,4.406973933
16,"lactate (mM)","Enterobacteriaceae",288,4.566415826
16,"lactate (mM)","Enterobacteriaceae",289,3.896759874
16,"lactate (mM)","Pseudomonadaceae",290,0
16,"lactate (mM)","Pseudomonadaceae",444,0
16,"lactate (mM)","Pseudomonadaceae",294,0
16,"lactate (mM)","Enterobacteriaceae",295,2.595714024
16,"lactate (mM)","Enterobacteriaceae",303,0.940707171
16,"lactate (mM)","Pseudomonadaceae",304,0
16,"lactate (mM)","Enterobacteriaceae",305,0.953462522
16,"lactate (mM)","Enterobacteriaceae",308,0.580368492
16,"lactate (mM)","Enterobacteriaceae",310,1.568908231
16,"lactate (mM)","Enterobacteriaceae",311,1.693272908
16,"lactate (mM)","Pseudomonadaceae",316,0
16,"lactate (mM)","Enterobacteriaceae",317,1.154359308
16,"lactate (mM)","Enterobacteriaceae",320,0.8673639
16,"lactate (mM)","Pseudomonadaceae",321,0
16,"lactate (mM)","Enterobacteriaceae",322,1.457298905
16,"lactate (mM)","Pseudomonadaceae",325,0
16,"lactate (mM)","Enterobacteriaceae",448,1.457298905
16,"lactate (mM)","Pseudomonadaceae",449,0
28,"lactate (mM)","Pseudomonadaceae",326,0.151931342
28,"lactate (mM)","Enterobacteriaceae",327,0.374979482
28,"lactate (mM)","Enterobacteriaceae",332,7.641823232
28,"lactate (mM)","Pseudomonadaceae",335,0.006465163
28,"lactate (mM)","Moraxellaceae",336,0.016162909
28,"lactate (mM)","Enterobacteriaceae",338,0.488119843
28,"lactate (mM)","Enterobacteriaceae",340,4.192658516
28,"lactate (mM)","Enterobacteriaceae",461,4.545009925
28,"lactate (mM)","Enterobacteriaceae",280,0.704702819
28,"lactate (mM)","Aeromonadaceae",343,4.780988392
28,"lactate (mM)","Enterobacteriaceae",344,6.704374527
28,"lactate (mM)","Enterobacteriaceae",345,4.564405416
28,"lactate (mM)","Enterobacteriaceae",346,4.939384898
28,"lactate (mM)","Enterobacteriaceae",348,7.50928738
28,"lactate (mM)","Pseudomonadaceae",350,0
28,"lactate (mM)","Moraxellaceae",453,0
28,"lactate (mM)","Moraxellaceae",454,0.009697745
28,"lactate (mM)","Enterobacteriaceae",458,5.844507785
28,"lactate (mM)","Enterobacteriaceae",460,6.933887831
28,"lactate (mM)","Pseudomonadaceae",352,0.058186471
