"w_ratio","rf_pair","Experiment","type","variable"
0.373264074309205,"303.167_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.373267999026602,"303.167_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
0.378886448142771,"303.167_PID_iEC1364_W","fba","published","w[ace,R] / w[glu,F]"
0.389194431123019,"303.167_PID_iJO1366","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iLF82_1304","fba","published","w[ace,R] / w[glu,F]"
0.368604970233119,"303.167_PID_e_coli_core","fba","published","w[ace,R] / w[glu,F]"
0.402515209804,"303.167_PID_iJR904","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iWFL_1372","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.167_PID_iEcHS_1320","fba","published","w[ace,R] / w[glu,F]"
0.37616629706161,"303.167_PID_iECIAI39_1322","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECO111_1330","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"303.167_PID_iB21_1397","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.167_PID_iEC1372_W3110","fba","published","w[ace,R] / w[glu,F]"
0.389845217259026,"303.167_PID_iECIAI1_1343","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.167_PID_iAPECO1_1312","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECABU_c1320","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iBWG_1329","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iE2348C_1286","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"303.167_PID_iAF1260","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iEC042_1314","fba","published","w[ace,R] / w[glu,F]"
0.390081090493542,"303.167_PID_iYS1720","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.167_PID_iECOK1_1307","fba","published","w[ace,R] / w[glu,F]"
0.40788885314464,"303.167_PID_STM_v1_0","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iETEC_1333","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iEC55989_1330","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.167_PID_iEC1368_DH5a","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECB_1328","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"303.167_PID_iECD_1391","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"303.167_PID_iG2583_1286","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iY75_1357","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECNA114_1301","fba","published","w[ace,R] / w[glu,F]"
0.216561023192518,"303.167_PID_iECBD_1354","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"303.167_PID_iAF1260b","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iEcE24377_1341","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECSE_1348","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECSP_1301","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"303.167_PID_iECH74115_1262","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECSF_1327","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.167_PID_iECDH1ME8569_1439","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.167_PID_iEC1344_C","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.167_PID_iUMNK88_1353","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iNRG857_1313","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iEKO11_1354","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.167_PID_iECP_1309","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECs_1301","fba","published","w[ace,R] / w[glu,F]"
0.378086479511918,"303.167_PID_iEC1349_Crooks","fba","published","w[ace,R] / w[glu,F]"
0.373078007910112,"303.167_PID_iYL1228","fba","published","w[ace,R] / w[glu,F]"
0.465665597643143,"303.167_PID_iML1515","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.167_PID_iUTI89_1310","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECO103_1326","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECO26_1355","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.167_PID_iUMN146_1321","fba","published","w[ace,R] / w[glu,F]"
0.414158748426639,"303.167_PID_iSDY_1059","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iECW_1372","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.167_PID_iEcDH1_1363","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.167_PID_iECS88_1305","fba","published","w[ace,R] / w[glu,F]"
0.139757839230296,"303.167_PID_iEC1356_Bl21DE3","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEcSMS35_1347","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.373267999026602,"303.452_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
0.378886448142771,"303.452_PID_iEC1364_W","fba","published","w[ace,R] / w[glu,F]"
0.389194431123019,"303.452_PID_iJO1366","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iLF82_1304","fba","published","w[ace,R] / w[glu,F]"
0.368604970233119,"303.452_PID_e_coli_core","fba","published","w[ace,R] / w[glu,F]"
0.402515209804,"303.452_PID_iJR904","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iWFL_1372","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.452_PID_iEcHS_1320","fba","published","w[ace,R] / w[glu,F]"
0.37616629706161,"303.452_PID_iECIAI39_1322","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECO111_1330","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"303.452_PID_iB21_1397","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.452_PID_iEC1372_W3110","fba","published","w[ace,R] / w[glu,F]"
0.389845217259026,"303.452_PID_iECIAI1_1343","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.452_PID_iAPECO1_1312","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECABU_c1320","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iBWG_1329","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iE2348C_1286","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"303.452_PID_iAF1260","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEC042_1314","fba","published","w[ace,R] / w[glu,F]"
0.390081090493542,"303.452_PID_iYS1720","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.452_PID_iECOK1_1307","fba","published","w[ace,R] / w[glu,F]"
0.40788885314464,"303.452_PID_STM_v1_0","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iETEC_1333","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEC55989_1330","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.452_PID_iEC1368_DH5a","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECB_1328","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"303.452_PID_iECD_1391","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"303.452_PID_iG2583_1286","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iY75_1357","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECNA114_1301","fba","published","w[ace,R] / w[glu,F]"
0.216561023192518,"303.452_PID_iECBD_1354","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"303.452_PID_iAF1260b","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEcE24377_1341","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECSE_1348","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECSP_1301","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"303.452_PID_iECH74115_1262","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECSF_1327","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.452_PID_iECDH1ME8569_1439","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"303.452_PID_iEC1344_C","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.452_PID_iUMNK88_1353","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iNRG857_1313","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEKO11_1354","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.452_PID_iECP_1309","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECs_1301","fba","published","w[ace,R] / w[glu,F]"
0.378086479511918,"303.452_PID_iEC1349_Crooks","fba","published","w[ace,R] / w[glu,F]"
0.373078007910112,"303.452_PID_iYL1228","fba","published","w[ace,R] / w[glu,F]"
0.465665597643143,"303.452_PID_iML1515","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"303.452_PID_iUTI89_1310","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECO103_1326","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECO26_1355","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.452_PID_iUMN146_1321","fba","published","w[ace,R] / w[glu,F]"
0.414158748426639,"303.452_PID_iSDY_1059","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iECW_1372","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"303.452_PID_iEcDH1_1363","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"303.452_PID_iECS88_1305","fba","published","w[ace,R] / w[glu,F]"
0.139757839230296,"303.452_PID_iEC1356_Bl21DE3","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEcSMS35_1347","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.3721470224531,"303.493_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
0.37774858520433,"303.493_PID_iEC1364_W","fba","published","w[ace,R] / w[glu,F]"
0.388025610385405,"303.493_PID_iJO1366","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iLF82_1304","fba","published","w[ace,R] / w[glu,F]"
0.367497981929639,"303.493_PID_e_coli_core","fba","published","w[ace,R] / w[glu,F]"
0.40130638087568,"303.493_PID_iJR904","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iWFL_1372","fba","published","w[ace,R] / w[glu,F]"
0.388081597254027,"303.493_PID_iEcHS_1320","fba","published","w[ace,R] / w[glu,F]"
0.375036609846026,"303.493_PID_iECIAI39_1322","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECO111_1330","fba","published","w[ace,R] / w[glu,F]"
0.270896735675755,"303.493_PID_iB21_1397","fba","published","w[ace,R] / w[glu,F]"
0.388020871155063,"303.493_PID_iEC1372_W3110","fba","published","w[ace,R] / w[glu,F]"
0.388674445567163,"303.493_PID_iECIAI1_1343","fba","published","w[ace,R] / w[glu,F]"
0.37510470204171,"303.493_PID_iAPECO1_1312","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECABU_c1320","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iBWG_1329","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iE2348C_1286","fba","published","w[ace,R] / w[glu,F]"
0.437786896237869,"303.493_PID_iAF1260","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEC042_1314","fba","published","w[ace,R] / w[glu,F]"
0.388909613155625,"303.493_PID_iYS1720","fba","published","w[ace,R] / w[glu,F]"
0.37510470204171,"303.493_PID_iECOK1_1307","fba","published","w[ace,R] / w[glu,F]"
0.406663901436716,"303.493_PID_STM_v1_0","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iETEC_1333","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEC55989_1330","fba","published","w[ace,R] / w[glu,F]"
0.388020871155063,"303.493_PID_iEC1368_DH5a","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECB_1328","fba","published","w[ace,R] / w[glu,F]"
0.270896735675755,"303.493_PID_iECD_1391","fba","published","w[ace,R] / w[glu,F]"
0.351675578442592,"303.493_PID_iG2583_1286","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iY75_1357","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECNA114_1301","fba","published","w[ace,R] / w[glu,F]"
0.215910647568367,"303.493_PID_iECBD_1354","fba","published","w[ace,R] / w[glu,F]"
0.437786896237869,"303.493_PID_iAF1260b","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEcE24377_1341","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECSE_1348","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECSP_1301","fba","published","w[ace,R] / w[glu,F]"
0.351675578442592,"303.493_PID_iECH74115_1262","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECSF_1327","fba","published","w[ace,R] / w[glu,F]"
0.388081597254027,"303.493_PID_iECDH1ME8569_1439","fba","published","w[ace,R] / w[glu,F]"
0.388020871155063,"303.493_PID_iEC1344_C","fba","published","w[ace,R] / w[glu,F]"
0.388081597254027,"303.493_PID_iUMNK88_1353","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iNRG857_1313","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEKO11_1354","fba","published","w[ace,R] / w[glu,F]"
0.37510470204171,"303.493_PID_iECP_1309","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECs_1301","fba","published","w[ace,R] / w[glu,F]"
0.376951023102214,"303.493_PID_iEC1349_Crooks","fba","published","w[ace,R] / w[glu,F]"
0.371957592873619,"303.493_PID_iYL1228","fba","published","w[ace,R] / w[glu,F]"
0.464267121210206,"303.493_PID_iML1515","fba","published","w[ace,R] / w[glu,F]"
0.388081597254027,"303.493_PID_iUTI89_1310","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECO103_1326","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECO26_1355","fba","published","w[ace,R] / w[glu,F]"
0.37510470204171,"303.493_PID_iUMN146_1321","fba","published","w[ace,R] / w[glu,F]"
0.412914957533469,"303.493_PID_iSDY_1059","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iECW_1372","fba","published","w[ace,R] / w[glu,F]"
0.372143095745825,"303.493_PID_iEcDH1_1363","fba","published","w[ace,R] / w[glu,F]"
0.37510470204171,"303.493_PID_iECS88_1305","fba","published","w[ace,R] / w[glu,F]"
0.139338122573132,"303.493_PID_iEC1356_Bl21DE3","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEcSMS35_1347","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.317455770142368,"303.171_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
0.322421642396787,"303.171_PID_iEC1364_W","fba","published","w[ace,R] / w[glu,F]"
0.331373674023425,"303.171_PID_iJO1366","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iLF82_1304","fba","published","w[ace,R] / w[glu,F]"
0.313014336231326,"303.171_PID_e_coli_core","fba","published","w[ace,R] / w[glu,F]"
0.342814094884774,"303.171_PID_iJR904","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iWFL_1372","fba","published","w[ace,R] / w[glu,F]"
0.331422144234731,"303.171_PID_iEcHS_1320","fba","published","w[ace,R] / w[glu,F]"
0.320001341395369,"303.171_PID_iECIAI39_1322","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECO111_1330","fba","published","w[ace,R] / w[glu,F]"
0.188542650408061,"303.171_PID_iB21_1397","fba","published","w[ace,R] / w[glu,F]"
0.331369645357118,"303.171_PID_iEC1372_W3110","fba","published","w[ace,R] / w[glu,F]"
0.331935364642371,"303.171_PID_iECIAI1_1343","fba","published","w[ace,R] / w[glu,F]"
0.320059519702681,"303.171_PID_iAPECO1_1312","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECABU_c1320","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iBWG_1329","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iE2348C_1286","fba","published","w[ace,R] / w[glu,F]"
0.374411575116161,"303.171_PID_iAF1260","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEC042_1314","fba","published","w[ace,R] / w[glu,F]"
0.332359258305757,"303.171_PID_iYS1720","fba","published","w[ace,R] / w[glu,F]"
0.320059519702681,"303.171_PID_iECOK1_1307","fba","published","w[ace,R] / w[glu,F]"
0.347667298511602,"303.171_PID_STM_v1_0","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iETEC_1333","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEC55989_1330","fba","published","w[ace,R] / w[glu,F]"
0.331369645357118,"303.171_PID_iEC1368_DH5a","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECB_1328","fba","published","w[ace,R] / w[glu,F]"
0.188542650408061,"303.171_PID_iECD_1391","fba","published","w[ace,R] / w[glu,F]"
0.299648731118858,"303.171_PID_iG2583_1286","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iY75_1357","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECNA114_1301","fba","published","w[ace,R] / w[glu,F]"
0.150272629781932,"303.171_PID_iECBD_1354","fba","published","w[ace,R] / w[glu,F]"
0.374411575116161,"303.171_PID_iAF1260b","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEcE24377_1341","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECSE_1348","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECSP_1301","fba","published","w[ace,R] / w[glu,F]"
0.299648731118858,"303.171_PID_iECH74115_1262","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECSF_1327","fba","published","w[ace,R] / w[glu,F]"
0.331422144234731,"303.171_PID_iECDH1ME8569_1439","fba","published","w[ace,R] / w[glu,F]"
0.331369645357118,"303.171_PID_iEC1344_C","fba","published","w[ace,R] / w[glu,F]"
0.331422144234731,"303.171_PID_iUMNK88_1353","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iNRG857_1313","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEKO11_1354","fba","published","w[ace,R] / w[glu,F]"
0.320059519702681,"303.171_PID_iECP_1309","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECs_1301","fba","published","w[ace,R] / w[glu,F]"
0.321730166956749,"303.171_PID_iEC1349_Crooks","fba","published","w[ace,R] / w[glu,F]"
0.317650195777109,"303.171_PID_iYL1228","fba","published","w[ace,R] / w[glu,F]"
0.397237738155712,"303.171_PID_iML1515","fba","published","w[ace,R] / w[glu,F]"
0.331422144234731,"303.171_PID_iUTI89_1310","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECO103_1326","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECO26_1355","fba","published","w[ace,R] / w[glu,F]"
0.320059519702681,"303.171_PID_iUMN146_1321","fba","published","w[ace,R] / w[glu,F]"
0.352903142822784,"303.171_PID_iSDY_1059","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iECW_1372","fba","published","w[ace,R] / w[glu,F]"
0.31745242254637,"303.171_PID_iEcDH1_1363","fba","published","w[ace,R] / w[glu,F]"
0.320059519702681,"303.171_PID_iECS88_1305","fba","published","w[ace,R] / w[glu,F]"
0.0487165633253294,"303.171_PID_iEC1356_Bl21DE3","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEcSMS35_1347","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.373267999026602,"1150601.3_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
0.378886448142771,"1150601.3_PID_iEC1364_W","fba","published","w[ace,R] / w[glu,F]"
0.389194431123019,"1150601.3_PID_iJO1366","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iLF82_1304","fba","published","w[ace,R] / w[glu,F]"
0.368604970233119,"1150601.3_PID_e_coli_core","fba","published","w[ace,R] / w[glu,F]"
0.402515209804,"1150601.3_PID_iJR904","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iWFL_1372","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"1150601.3_PID_iEcHS_1320","fba","published","w[ace,R] / w[glu,F]"
0.37616629706161,"1150601.3_PID_iECIAI39_1322","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECO111_1330","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"1150601.3_PID_iB21_1397","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"1150601.3_PID_iEC1372_W3110","fba","published","w[ace,R] / w[glu,F]"
0.389845217259026,"1150601.3_PID_iECIAI1_1343","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"1150601.3_PID_iAPECO1_1312","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECABU_c1320","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iBWG_1329","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iE2348C_1286","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"1150601.3_PID_iAF1260","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEC042_1314","fba","published","w[ace,R] / w[glu,F]"
0.390081090493542,"1150601.3_PID_iYS1720","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"1150601.3_PID_iECOK1_1307","fba","published","w[ace,R] / w[glu,F]"
0.40788885314464,"1150601.3_PID_STM_v1_0","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iETEC_1333","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEC55989_1330","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"1150601.3_PID_iEC1368_DH5a","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECB_1328","fba","published","w[ace,R] / w[glu,F]"
0.271712742791962,"1150601.3_PID_iECD_1391","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"1150601.3_PID_iG2583_1286","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iY75_1357","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECNA114_1301","fba","published","w[ace,R] / w[glu,F]"
0.216561023192518,"1150601.3_PID_iECBD_1354","fba","published","w[ace,R] / w[glu,F]"
0.43910561462785,"1150601.3_PID_iAF1260b","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEcE24377_1341","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECSE_1348","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECSP_1301","fba","published","w[ace,R] / w[glu,F]"
0.3527348943318,"1150601.3_PID_iECH74115_1262","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECSF_1327","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"1150601.3_PID_iECDH1ME8569_1439","fba","published","w[ace,R] / w[glu,F]"
0.389189677530157,"1150601.3_PID_iEC1344_C","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"1150601.3_PID_iUMNK88_1353","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iNRG857_1313","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEKO11_1354","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"1150601.3_PID_iECP_1309","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECs_1301","fba","published","w[ace,R] / w[glu,F]"
0.378086479511918,"1150601.3_PID_iEC1349_Crooks","fba","published","w[ace,R] / w[glu,F]"
0.373078007910112,"1150601.3_PID_iYL1228","fba","published","w[ace,R] / w[glu,F]"
0.465665597643143,"1150601.3_PID_iML1515","fba","published","w[ace,R] / w[glu,F]"
0.38925058259581,"1150601.3_PID_iUTI89_1310","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECO103_1326","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECO26_1355","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"1150601.3_PID_iUMN146_1321","fba","published","w[ace,R] / w[glu,F]"
0.414158748426639,"1150601.3_PID_iSDY_1059","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iECW_1372","fba","published","w[ace,R] / w[glu,F]"
0.373264074309205,"1150601.3_PID_iEcDH1_1363","fba","published","w[ace,R] / w[glu,F]"
0.376234593902279,"1150601.3_PID_iECS88_1305","fba","published","w[ace,R] / w[glu,F]"
0.139757839230296,"1150601.3_PID_iEC1356_Bl21DE3","fba","published","w[ace,R] / w[glu,F]"
0.372267444105398,"303.424_PID_iEcSMS35_1347","fba","published","w[ace,R] / w[glu,F]"
0.372267444105398,"303.424_PID_iEcolC_1368","fba","published","w[ace,R] / w[glu,F]"
0.372267444105398,"303.424_PID_iZ_1308","fba","published","w[ace,R] / w[glu,F]"
0.372271372129379,"303.424_PID_iECED1_1282","fba","published","w[ace,R] / w[glu,F]"
